drs_uri,name,gender,library_id,reference_genome,sample_id,case_id,investigation,experimental_strategy,sample_type,platform
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab0b,LP6005519-DNA_A06.annotated.nh.vcf.gz.tbi,Male,LP6005519-DNA_A06,hs37d5,Bu5,S_Burmese-2,SGDP-Burmese,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab0c,LP6005519-DNA_G04.srt.aln.bam.bai,Male,LP6005519-DNA_G04,hs37d5,M4,S_Madiga-1,SGDP-Madiga,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab0d,LP6005443-DNA_A08.annotated.nh.vcf.gz,Male,LP6005443-DNA_A08,hs37d5,HGDP00549,S_Papuan-8,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab0e,LP6005443-DNA_F01.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_F01,hs37d5,HGDP01333,S_She-2,SGDP-She,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab0f,LP6005443-DNA_G01.srt.aln.bam,Female,LP6005443-DNA_G01,hs37d5,HGDP01335,S_She-1,SGDP-She,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab10,LP6005441-DNA_B03.srt.aln.bam.bai,Female,LP6005441-DNA_B03,hs37d5,HGDP00660,S_Bougainville-1,SGDP-Bougainville,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab11,LP6005519-DNA_A06.annotated.nh.vcf.gz,Male,LP6005519-DNA_A06,hs37d5,Bu5,S_Burmese-2,SGDP-Burmese,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab12,LP6005519-DNA_F04.srt.aln.bam.bai,Male,LP6005519-DNA_F04,hs37d5,ML3,S_Mala-3,SGDP-Mala,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab13,LP6005677-DNA_D03.srt.aln.bam.bai,Female,LP6005677-DNA_D03,hs37d5,SA0342,S_Khomani_San-1,SGDP-Khomani_San,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab14,LP6005442-DNA_E11.annotated.nh.vcf.gz.tbi,Male,LP6005442-DNA_E11,hs37d5,NA19044,S_Luhya-2,SGDP-Luhya,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab15,LP6005519-DNA_F03.srt.aln.bam,Male,LP6005519-DNA_F03,hs37d5,Armenian222,S_Armenian-2,SGDP-Armenian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab16,LP6005442-DNA_F11.srt.aln.bam.bai,Female,LP6005442-DNA_F11,hs37d5,NA19023,S_Luhya-1,SGDP-Luhya,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab17,SS6004480.annotated.nh.vcf.gz,Male,SS6004480,hs37d5,DNK07,B_Dinka-3,SGDP-Dinka,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab18,LP6005441-DNA_A06.annotated.nh.vcf.gz,Male,LP6005441-DNA_A06,hs37d5,HGDP01153,S_Bergamo-1,SGDP-Bergamo,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab19,LP6005592-DNA_F01.annotated.nh.vcf.gz,Female,LP6005592-DNA_F01,hs37d5,IraqiJew1771,S_Iraqi_Jew-1,SGDP-Iraqi_Jew,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab1a,LP6005441-DNA_A08.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_A08,hs37d5,HGDP00449,S_Mbuti-3,SGDP-Mbuti,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab1b,LP6005519-DNA_F04.srt.aln.bam,Male,LP6005519-DNA_F04,hs37d5,ML3,S_Mala-3,SGDP-Mala,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab1c,LP6005443-DNA_H11.annotated.nh.vcf.gz.tbi,Female,LP6005443-DNA_H11,hs37d5,mixa0105,S_Mixtec-2,SGDP-Mixtec,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab1d,LP6005592-DNA_C01.srt.aln.bam.bai,Female,LP6005592-DNA_C01,hs37d5,Utsa21,S_Saami-1,SGDP-Saami,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab1e,LP6005441-DNA_F10.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_F10,hs37d5,HGDP01044,S_Pima-2,SGDP-Pima,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab1f,LP6005443-DNA_C09.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_C09,hs37d5,Kusunda02,S_Kusunda-1,SGDP-Kusunda,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab20,LP6007068-DNA_A01.annotated.nh.vcf.gz.tbi,Male,LP6007068-DNA_A01,hs37d5,TZ-11,B_Crete-2,SGDP-Crete,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab21,LP6005441-DNA_C10.srt.aln.bam,Male,LP6005441-DNA_C10,hs37d5,HGDP00216,S_Pathan-1,SGDP-Pathan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab22,LP6005519-DNA_C03.annotated.nh.vcf.gz.tbi,Male,LP6005519-DNA_C03,hs37d5,tdj409_shugnan,S_Tajik-1,SGDP-Tajik,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab23,LP6005441-DNA_C09.srt.aln.bam.bai,Male,LP6005441-DNA_C09,hs37d5,HGDP00798,S_Orcadian-1,SGDP-Orcadian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab24,LP6005441-DNA_G10.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_G10,hs37d5,HGDP00887,S_Russian-1,SGDP-Russian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab25,LP6005441-DNA_C03.srt.aln.bam.bai,Male,LP6005441-DNA_C03,hs37d5,HGDP00019,S_Brahui-2,SGDP-Brahui,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab26,SS6004478.srt.aln.bam.bai,Not available,SS6004478,hs37d5,IHW9118,B_Australian-3,SGDP-Australian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab27,LP6005519-DNA_F06.srt.aln.bam,Female,LP6005519-DNA_F06,hs37d5,Dus22,S_Dusun-1,SGDP-Dusun,WGS,Genomic_from_saliva,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786ee4b0ec383d92ab28,SS6004472.srt.aln.bam.bai,Male,SS6004472,hs37d5,HGDP00546,B_Papuan-15,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab29,LP6005442-DNA_D02.srt.aln.bam.bai,Male,LP6005442-DNA_D02,hs37d5,abh100,S_Abkhasian-2,SGDP-Abkhasian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab2a,SS6004470.annotated.nh.vcf.gz,Male,SS6004470,hs37d5,HGDP01286,B_Mandenka-3,SGDP-Mandenka,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab2b,LP6005442-DNA_D08.srt.aln.bam.bai,Female,LP6005442-DNA_D08,hs37d5,NA15761,S_Icelandic-1,SGDP-Icelandic,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab2c,LP6005443-DNA_G07.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_G07,hs37d5,HGDP00556,S_Papuan-12,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab2d,LP6005519-DNA_G02.srt.aln.bam,Female,LP6005519-DNA_G02,hs37d5,Peru60,S_Quechua-3,SGDP-Quechua,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab2e,LP6005441-DNA_B12.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_B12,hs37d5,HGDP00852,S_Surui-2,SGDP-Surui,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab2f,LP6005519-DNA_D01.srt.aln.bam.bai,Male,LP6005519-DNA_D01,hs37d5,TGBS21,S_Chane-1,SGDP-Chane,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab30,LP6005441-DNA_E06.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_E06,hs37d5,HGDP00328,S_Kalash-1,SGDP-Kalash,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab31,LP6005442-DNA_D02.annotated.nh.vcf.gz.tbi,Male,LP6005442-DNA_D02,hs37d5,abh100,S_Abkhasian-2,SGDP-Abkhasian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab32,LP6005443-DNA_D07.annotated.nh.vcf.gz,Male,LP6005443-DNA_D07,hs37d5,HGDP00545,S_Papuan-5,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab33,LP6005441-DNA_B12.srt.aln.bam,Female,LP6005441-DNA_B12,hs37d5,HGDP00852,S_Surui-2,SGDP-Surui,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab34,LP6005443-DNA_H07.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_H07,hs37d5,HGDP00540,S_Papuan-2,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab35,LP6005441-DNA_E03.srt.aln.bam.bai,Male,LP6005441-DNA_E03,hs37d5,HGDP00428,S_Burusho-1,SGDP-Burusho,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab36,LP6005592-DNA_C03.annotated.nh.vcf.gz,Male,LP6005592-DNA_C03,hs37d5,HGDP00474,S_Mbuti-1,SGDP-Mbuti,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab37,LP6005441-DNA_B11.srt.aln.bam,Male,LP6005441-DNA_B11,hs37d5,HGDP00987,S_Ju_hoan_North-2,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab38,LP6005441-DNA_F06.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_F06,hs37d5,HGDP00286,S_Kalash-2,SGDP-Kalash,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab39,LP6005443-DNA_G02.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_G02,hs37d5,HGDP01030,S_BantuTswana-1,SGDP-BantuTswana,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab3a,LP6005442-DNA_A11.srt.aln.bam,Male,LP6005442-DNA_A11,hs37d5,HG01503,S_Spanish-1,SGDP-Spanish,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab3b,LP6005519-DNA_D05.annotated.nh.vcf.gz,Male,LP6005519-DNA_D05,hs37d5,I3,S_Irula-2,SGDP-Irula,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab3c,LP6005442-DNA_G10.annotated.nh.vcf.gz,Male,LP6005442-DNA_G10,hs37d5,HG02464,S_Gambian-1,SGDP-Gambian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab3d,LP6005443-DNA_F07.srt.aln.bam,Male,LP6005443-DNA_F07,hs37d5,HGDP00548,S_Papuan-7,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab3e,LP6005442-DNA_D02.annotated.nh.vcf.gz,Male,LP6005442-DNA_D02,hs37d5,abh100,S_Abkhasian-2,SGDP-Abkhasian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab3f,LP6005443-DNA_F04.srt.aln.bam.bai,Male,LP6005443-DNA_F04,hs37d5,Mansi79,S_Mansi-1,SGDP-Mansi,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab40,LP6005519-DNA_H04.srt.aln.bam,Male,LP6005519-DNA_H04,hs37d5,M13,S_Madiga-2,SGDP-Madiga,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab41,LP6005441-DNA_G11.srt.aln.bam.bai,Male,LP6005441-DNA_G11,hs37d5,HGDP00208,S_Sindhi-1,SGDP-Sindhi,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab42,LP6005677-DNA_F01.annotated.nh.vcf.gz.tbi,Female,LP6005677-DNA_F01,hs37d5,NA11201,S_Quechua-1,SGDP-Quechua,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab43,LP6005441-DNA_F12.annotated.nh.vcf.gz,Female,LP6005441-DNA_F12,hs37d5,HGDP01098,S_Tujia-2,SGDP-Tujia,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab44,LP6005441-DNA_C02.srt.aln.bam,Male,LP6005441-DNA_C02,hs37d5,HGDP01364,S_Basque-1,SGDP-Basque,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab45,LP6005441-DNA_B08.annotated.nh.vcf.gz,Female,LP6005441-DNA_B08,hs37d5,HGDP00476,S_Mbuti-2,SGDP-Mbuti,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab46,LP6005443-DNA_D05.annotated.nh.vcf.gz.tbi,Female,LP6005443-DNA_D05,hs37d5,Ale14,S_Tlingit-2,SGDP-Tlingit,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab47,LP6005592-DNA_B01.annotated.nh.vcf.gz,Not available,LP6005592-DNA_B01,hs37d5,NOR111,S_Norwegian-1,SGDP-Norwegian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab48,SS6004469.srt.aln.bam.bai,Male,SS6004469,hs37d5,HGDP00775,B_Han-3,SGDP-Han,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab49,LP6005442-DNA_C02.annotated.nh.vcf.gz.tbi,Male,LP6005442-DNA_C02,hs37d5,abh107,S_Abkhasian-1,SGDP-Abkhasian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab4a,LP6005443-DNA_D03.annotated.nh.vcf.gz,Male,LP6005443-DNA_D03,hs37d5,Esk29,S_Eskimo_Chaplin-1,SGDP-Eskimo_Chaplin,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab4b,LP6005442-DNA_A08.srt.aln.bam,Male,LP6005442-DNA_A08,hs37d5,NA15202,S_Hungarian-2,SGDP-Hungarian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab4c,LP6005441-DNA_D01.annotated.nh.vcf.gz,Male,LP6005441-DNA_D01,hs37d5,HGDP00090,S_Balochi-1,SGDP-Balochi,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab4d,LP6005592-DNA_B01.srt.aln.bam,Not available,LP6005592-DNA_B01,hs37d5,NOR111,S_Norwegian-1,SGDP-Norwegian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab4e,SS6004467.srt.aln.bam,Male,SS6004467,hs37d5,HGDP01308,B_Dai-4,SGDP-Dai,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab4f,LP6005441-DNA_G08.srt.aln.bam.bai,Male,LP6005441-DNA_G08,hs37d5,HGDP01253,S_Mozabite-1,SGDP-Mozabite,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab50,LP6005592-DNA_H03.srt.aln.bam.bai,Male,LP6005592-DNA_H03,hs37d5,NA17385,S_Hawaiian-1,SGDP-Hawaiian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab51,SS6004473.srt.aln.bam,Male,SS6004473,hs37d5,HGDP01036,B_Ju_hoan_North-4,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab52,LP6005519-DNA_F03.annotated.nh.vcf.gz,Male,LP6005519-DNA_F03,hs37d5,Armenian222,S_Armenian-2,SGDP-Armenian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab53,LP6005441-DNA_A12.srt.aln.bam.bai,Female,LP6005441-DNA_A12,hs37d5,HGDP00846,S_Surui-1,SGDP-Surui,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab54,LP6005441-DNA_G06.srt.aln.bam.bai,Male,LP6005441-DNA_G06,hs37d5,HGDP01012,S_Karitiana-1,SGDP-Karitiana,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab55,SS6004471.srt.aln.bam,Male,SS6004471,hs37d5,HGDP00982,B_Mbuti-4,SGDP-Mbuti,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab56,SS6004479.srt.aln.bam,Female,SS6004479,hs37d5,mixe0007,B_Mixe-1,SGDP-Mixe,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab57,LP6005442-DNA_H01.srt.aln.bam,Female,LP6005442-DNA_H01,hs37d5,HGDP01188,S_Yi-2,SGDP-Yi,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab58,LP6005442-DNA_C10.annotated.nh.vcf.gz,Male,LP6005442-DNA_C10,hs37d5,HG00190,S_Finnish-2,SGDP-Finnish,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab59,LP6005442-DNA_H11.srt.aln.bam.bai,Female,LP6005442-DNA_H11,hs37d5,HG03085,S_Mende-2,SGDP-Mende,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab5a,LP6005443-DNA_D05.srt.aln.bam.bai,Female,LP6005443-DNA_D05,hs37d5,Ale14,S_Tlingit-2,SGDP-Tlingit,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab5b,LP6005441-DNA_B11.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_B11,hs37d5,HGDP00987,S_Ju_hoan_North-2,SGDP-Ju_hoan_North,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab5c,LP6005441-DNA_D12.srt.aln.bam,Female,LP6005441-DNA_D12,hs37d5,HGDP01355,S_Tu-2,SGDP-Tu,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab5d,LP6005519-DNA_E05.srt.aln.bam,Male,LP6005519-DNA_E05,hs37d5,KD4,S_Khonda_Dora-1,SGDP-Khonda_Dora,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab5e,LP6005519-DNA_G04.annotated.nh.vcf.gz,Male,LP6005519-DNA_G04,hs37d5,M4,S_Madiga-1,SGDP-Madiga,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab5f,LP6005441-DNA_F08.srt.aln.bam.bai,Female,LP6005441-DNA_F08,hs37d5,HGDP01223,S_Mongola-2,SGDP-Mongola,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab60,LP6005441-DNA_A04.srt.aln.bam,Female,LP6005441-DNA_A04,hs37d5,HGDP00702,S_Piapoco-1,SGDP-Piapoco,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab61,SS6004469.annotated.nh.vcf.gz,Male,SS6004469,hs37d5,HGDP00775,B_Han-3,SGDP-Han,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab62,LP6005441-DNA_H03.annotated.nh.vcf.gz.tbi,Female,LP6005441-DNA_H03,hs37d5,HGDP00713,S_Cambodian-2,SGDP-Cambodian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab63,LP6005619-DNA_C01.srt.aln.bam.bai,Male,LP6005619-DNA_C01,hs37d5,SAH41,S_Saharawi-2,SGDP-Saharawi,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab64,LP6005441-DNA_C05.annotated.nh.vcf.gz.tbi,Male,LP6005441-DNA_C05,hs37d5,HGDP00785,S_Han-2,SGDP-Han,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab65,LP6005519-DNA_C03.annotated.nh.vcf.gz,Male,LP6005519-DNA_C03,hs37d5,tdj409_shugnan,S_Tajik-1,SGDP-Tajik,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab66,SS6004468.annotated.nh.vcf.gz,Male,SS6004468,hs37d5,HGDP00533,B_French-3,SGDP-French,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab67,LP6005443-DNA_F10.srt.aln.bam,Male,LP6005443-DNA_F10,hs37d5,NorthOssetia5,S_North_Ossetian-2,SGDP-North_Ossetian,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab68,LP6005519-DNA_E05.annotated.nh.vcf.gz.tbi,Male,LP6005519-DNA_E05,hs37d5,KD4,S_Khonda_Dora-1,SGDP-Khonda_Dora,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab69,LP6005441-DNA_B06.srt.aln.bam,Female,LP6005441-DNA_B06,hs37d5,HGDP01172,S_Bergamo-2,SGDP-Bergamo,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab6a,LP6005442-DNA_H09.srt.aln.bam,Female,LP6005442-DNA_H09,hs37d5,HG03007,S_Bengali-2,SGDP-Bengali,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab6b,LP6005441-DNA_D12.srt.aln.bam.bai,Female,LP6005441-DNA_D12,hs37d5,HGDP01355,S_Tu-2,SGDP-Tu,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab6c,LP6005441-DNA_D03.srt.aln.bam.bai,Male,LP6005441-DNA_D03,hs37d5,HGDP00027,S_Brahui-1,SGDP-Brahui,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab6d,LP6005443-DNA_E05.annotated.nh.vcf.gz.tbi,Male,LP6005443-DNA_E05,hs37d5,Ale32,S_Tlingit-1,SGDP-Tlingit,WGS,Genomic_from_blood,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab6e,LP6005441-DNA_D09.srt.aln.bam.bai,Female,LP6005441-DNA_D09,hs37d5,HGDP00796,S_Orcadian-2,SGDP-Orcadian,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab6f,LP6005443-DNA_G02.srt.aln.bam.bai,Male,LP6005443-DNA_G02,hs37d5,HGDP01030,S_BantuTswana-1,SGDP-BantuTswana,WGS,Genomic_from_cell_lines,Illumina
drs://cgc-ga4gh-api.sbgenomics.com/58b5786fe4b0ec383d92ab70,LP6005443-DNA_H07.srt.aln.bam,Male,LP6005443-DNA_H07,hs37d5,HGDP00540,S_Papuan-2,SGDP-Papuan,WGS,Genomic_from_cell_lines,Illumina
